Symbol,senator,party,sex,trade_date,owner,ticker,type,trade_amount_max,trade_amount_min,buy_one_year_change,one_mo_vtsax_change,one_year_vtsax_change,buy_compare_one_year,one_month_sell,one_month_sell_compare,weight,trade_day,trade_month,trade_year,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
SYK,David Perdue,0,1,24May2017,Joint,SYK,Sale,15000,1000,,0.009476309,0.141978387,,0.005786128,-0.003690182,1,24,may,2017,Stryker Corp.,Health Care,148.01,23.46,1.2234008,2.68,170,122.01,57509096756,2863000000,4.635566,5.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYK
VZ,David Perdue,0,1,24May2017,Joint,VZ,Purchase,15000,1000,0.078818828,0.009476309,0.141978387,-0.06315956,,,1,24,may,2017,Verizon Communications,Telecommunication Services,49.04,13.08,4.626544,7.36,54.77,42.8,208092277044,45745000000,1.6452544,7.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VZ
RF,David Perdue,0,1,24May2017,Joint,RF,Purchase,15000,1000,0.345480028,0.009476309,0.141978387,0.203501641,,,1,24,may,2017,Regions Financial Corp.,Financials,17.9,17.9,1.8987342,1,19.9,13,21500640000,0,3.474771,1.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF
RF,David Perdue,0,1,24May2017,Joint,RF,Purchase,15000,1000,0.345480028,0.009476309,0.141978387,0.203501641,,,1,24,may,2017,Regions Financial Corp.,Financials,17.9,17.9,1.8987342,1,19.9,13,21500640000,0,3.474771,1.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF
RF,David Perdue,0,1,22May2017,Joint,RF,Purchase,15000,1000,0.361051883,0.026715645,0.147770913,0.21328097,,,1,22,may,2017,Regions Financial Corp.,Financials,17.9,17.9,1.8987342,1,19.9,13,21500640000,0,3.474771,1.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF
URBN,David Perdue,0,1,22May2017,Joint,URBN,Purchase,15000,1000,1.209508882,0.026715645,0.147770913,1.061737969,,,1,22,may,2017,,,,,,,,,,,,,
RF,David Perdue,0,1,19May2017,Joint,RF,Purchase,15000,1000,0.357700497,0.024009402,0.145735393,0.211965104,,,1,19,may,2017,Regions Financial Corp.,Financials,17.9,17.9,1.8987342,1,19.9,13,21500640000,0,3.474771,1.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF
GE,Patrick Toomey,0,1,18May2017,Self,GE,Sale,15000,1000,,0.030933063,0.155848546,,0.053128502,0.022195439,1,18,may,2017,General Electric,Industrials,14.45,13.76,3.147541,-0.72,30.59,14.71,132249296250,-206000000,1.0887611,1.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GE
RF,David Perdue,0,1,18May2017,Joint,RF,Purchase,15000,1000,0.379014989,0.030933063,0.155848546,0.223166443,,,1,18,may,2017,Regions Financial Corp.,Financials,17.9,17.9,1.8987342,1,19.9,13,21500640000,0,3.474771,1.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF
RF,David Perdue,0,1,18May2017,Joint,RF,Purchase,15000,1000,0.379014989,0.030933063,0.155848546,0.223166443,,,1,18,may,2017,Regions Financial Corp.,Financials,17.9,17.9,1.8987342,1,19.9,13,21500640000,0,3.474771,1.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF
WFM,David Perdue,0,1,18May2017,Joint,WFM,Sale,15000,1000,,0.030933063,0.155848546,,,,1,18,may,2017,,,,,,,,,,,,,
URBN,David Perdue,0,1,18May2017,Joint,URBN,Purchase,15000,1000,1.204123711,0.030933063,0.155848546,1.048275165,,,1,18,may,2017,,,,,,,,,,,,,
URBN,David Perdue,0,1,17May2017,Joint,URBN,Purchase,15000,1000,1.159183673,0.037326094,0.159993213,0.99919046,,,1,17,may,2017,,,,,,,,,,,,,
PFE,David Perdue,0,1,17May2017,Joint,PFE,Purchase,15000,1000,0.1070456,0.037326094,0.159993213,-0.052947613,,,1,17,may,2017,Pfizer Inc.,Health Care,33.63,12.69,3.8879359,3.51,39.43,31.67,208505541949,20569000000,4.0020885,3.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFE
FB,John Hoeven,0,1,17May2017,Self,FB,Purchase,100000,50000,0.264756645,0.037326094,0.159993213,0.104763431,,,9.3800001,17,may,2017,"Facebook, Inc.",Information Technology,171.58,27.9,0,5.39,195.32,132.44,523423036576,23624000000,13.241967,7.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FB
LYB,John Hoeven,0,1,17May2017,Self,LYB,Purchase,100000,50000,0.441735434,0.037326094,0.159993213,0.28174222,,,9.3800001,17,may,2017,LyondellBasell,Materials,105.79,10.35,3.264714,12.25,121.95,78.01,43556650000,6851000000,1.3037612,5.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYB
FLR,James Inhofe,0,1,17May2017,Self,FLR,Purchase,100000,50000,0.07697354,0.037326094,0.159993213,-0.083019673,,,9.3800001,17,may,2017,Fluor Corp.,Industrials,55.31,19.9,1.4726508,1.99,62.09,37.0351,7978485059,709756000,0.5516402,2.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLR
LB,Sheldon Whitehouse,1,1,16May2017,Child,LB,Sale,15000,1000,,0.019480519,0.132867133,,0.110167737,0.090687217,1,16,may,2017,L Brands Inc.,Consumer Discretionary,47.77,12.77,4.886988,3.98,63.1,35,13862042842,2329000000,1.7060977,1403.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LB
BAC,Sheldon Whitehouse,1,1,16May2017,Joint,BAC,Purchase,15000,1000,0.301375573,0.019480519,0.132867133,0.16850844,,,1,16,may,2017,Bank of America Corp,Financials,29.74,16.34,1.536,1.55,32.67,22.07,321478200969,0,3.2011874,1.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAC
LRCX,Sheldon Whitehouse,1,1,16May2017,Joint,LRCX,Purchase,15000,1000,0.32531463,0.019480519,0.132867133,0.192447497,,,1,16,may,2017,Lam Research,Information Technology,162.23,16.29,1.1652974,9.22,219.7,113.1982,27967534829,2967218000,3.0405293,4.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LRCX
REGN,Sheldon Whitehouse,1,1,16May2017,Self,REGN,Purchase,15000,1000,-0.339307312,0.019480519,0.132867133,-0.472174445,,,1,16,may,2017,Regeneron,Health Care,322.62,27.93,0,7.74,543.5518,319.5,35950369241,2043160000,8.48541,5.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REGN
AKAM,Sheldon Whitehouse,1,1,16May2017,Self,AKAM,Sale,15000,1000,,0.019480519,0.132867133,,0.009766022,-0.009714497,1,16,may,2017,Akamai Technologies Inc,Information Technology,62.49,32.55,0,1.79,69.56,44.65,10906904066,789517000,5.8546524,3.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AKAM
URBN,David Perdue,0,1,15May2017,Joint,URBN,Purchase,15000,1000,0.939856802,0.013646197,0.139124646,0.800732156,,,1,15,may,2017,,,,,,,,,,,,,
WFM,David Perdue,0,1,15May2017,Joint,WFM,Sale,15000,1000,,0.013646197,0.139124646,,,,1,15,may,2017,,,,,,,,,,,,,
WFM,David Perdue,0,1,15May2017,Joint,WFM,Sale,15000,1000,,0.013646197,0.139124646,,,,1,15,may,2017,,,,,,,,,,,,,
URBN,David Perdue,0,1,15May2017,Joint,URBN,Purchase,15000,1000,0.939856802,0.013646197,0.139124646,0.800732156,,,1,15,may,2017,,,,,,,,,,,,,
WTW,John Hoeven,0,1,15May2017,Self,WTW,Purchase,100000,50000,,0.013646197,0.139124646,,,,9.3800001,15,may,2017,,,,,,,,,,,,,
,John Hoeven,0,1,15May2017,Self,,Purchase,250000,100000,,0.013646197,0.139124646,,,,21.879999,15,may,2017,,,,,,,,,,,,,
BCR,David Perdue,0,1,12May2017,Joint,BCR,Sale,15000,1000,,0.019909654,0.14488874,,,,1,12,may,2017,,,,,,,,,,,,,
WFM,David Perdue,0,1,12May2017,Joint,WFM,Sale,15000,1000,,0.019909654,0.14488874,,,,1,12,may,2017,,,,,,,,,,,,,
URBN,David Perdue,0,1,12May2017,Joint,URBN,Purchase,15000,1000,0.845441925,0.019909654,0.14488874,0.700553185,,,1,12,may,2017,,,,,,,,,,,,,
,John Boozman,0,1,12May2017,,,,,,,0.019909654,0.14488874,,,,,12,may,2017,,,,,,,,,,,,,
BCR,David Perdue,0,1,11May2017,Joint,BCR,Sale,15000,1000,,0.018537074,0.140447562,,,,1,11,may,2017,,,,,,,,,,,,,
DISCA,David Perdue,0,1,11May2017,Joint,DISCA,Purchase,15000,1000,-0.095328523,0.018537074,0.140447562,-0.235776084,,,1,11,may,2017,Discovery Communications-A,Consumer Discretionary,22.87,11,0,1.96,30.25,15.99,8763756733,2100000000,1.804088,1.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCA
LYV,David Perdue,0,1,11May2017,Joint,LYV,Sale,15000,1000,,0.018537074,0.140447562,,0.052647059,0.034109985,1,11,may,2017,,,,,,,,,,,,,
URBN,David Perdue,0,1,11May2017,Joint,URBN,Purchase,50000,15000,0.698392003,0.018537074,0.140447562,0.557944442,,,4.0599999,11,may,2017,,,,,,,,,,,,,
WFM,David Perdue,0,1,11May2017,Joint,WFM,Sale,15000,1000,,0.018537074,0.140447562,,,,1,11,may,2017,,,,,,,,,,,,,
WFM,David Perdue,0,1,11May2017,Joint,WFM,Sale,50000,15000,,0.018537074,0.140447562,,,,4.0599999,11,may,2017,,,,,,,,,,,,,
GME,Tammy Duckworth,1,0,10May2017,Joint,GME,Sale,15000,1000,,0.014157229,0.127581612,,-0.116633267,-0.130790495,1,10,may,2017,,,,,,,,,,,,,
CAT,Tammy Duckworth,1,0,10May2017,Joint,CAT,Sale,15000,1000,,0.014157229,0.127581612,,0.031387007,0.017229778,1,10,may,2017,Caterpillar Inc.,Industrials,145.99,21.22,2.0215108,1.26,173.24,90.34,91822049046,8136000000,2.0468428,5.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAT
DISH,Sheldon Whitehouse,1,1,10May2017,Child,DISH,Purchase,15000,1000,-0.495378628,0.014157229,0.127581612,-0.62296024,,,1,10,may,2017,Dish Network,Consumer Discretionary,43.77,16.09,0,3.06,66.5,42.48,21032719056,2754331000,1.8521843,3.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISH
MMC,Sheldon Whitehouse,1,1,10May2017,Child,MMC,Sale,15000,1000,,0.014157229,0.127581612,,0.042011113,0.027853884,1,10,may,2017,Marsh & McLennan,Financials,79.31,20.23,1.8257059,2.87,86.54,69.33,41819440000,3236000000,2.9848945,5.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMC
WM,Sheldon Whitehouse,1,1,10May2017,Self,WM,Purchase,15000,1000,0.135723081,0.014157229,0.127581612,0.008141469,,,1,10,may,2017,Waste Management Inc.,Industrials,79.12,25.36,2.0800195,2.66,89.73,69.55,35488486675,3896000000,3.2787669,6.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WM
DISCA,David Perdue,0,1,10May2017,Joint,DISCA,Purchase,15000,1000,-0.146687093,0.014157229,0.127581612,-0.274268705,,,1,10,may,2017,Discovery Communications-A,Consumer Discretionary,22.87,11,0,1.96,30.25,15.99,8763756733,2100000000,1.804088,1.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCA
LYV,David Perdue,0,1,10May2017,Joint,LYV,Sale,15000,1000,,0.014157229,0.127581612,,0.043503821,0.029346593,1,10,may,2017,,,,,,,,,,,,,
,Richard Burr,0,1,10May2017,,,,,,,0.014157229,0.127581612,,,,,10,may,2017,,,,,,,,,,,,,
POT,Tammy Duckworth,1,0,09May2017,Joint,POT,Sale,15000,1000,,0.014686248,0.119492657,,,,1,9,may,2017,,,,,,,,,,,,,
UL,James Inhofe,0,1,09May2017,Self,UL,Sale,100000,50000,,0.014686248,0.119492657,,0.078574166,0.063887918,9.3800001,9,may,2017,,,,,,,,,,,,,
AAPL,David Perdue,0,1,09May2017,Joint,AAPL,Sale,50000,15000,,0.014686248,0.119492657,,0.002987207,-0.011699041,4.0599999,9,may,2017,Apple Inc.,Information Technology,155.15,16.86,1.5795412,9.2,180.1,131.12,809508034020,79386000000,3.4586093,5.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
AAPL,David Perdue,0,1,09May2017,Joint,AAPL,Sale,50000,15000,,0.014686248,0.119492657,,0.002987207,-0.011699041,4.0599999,9,may,2017,Apple Inc.,Information Technology,155.15,16.86,1.5795412,9.2,180.1,131.12,809508034020,79386000000,3.4586093,5.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
SPY,Patrick Toomey,0,1,09May2017,Self,SPY,Purchase,15000,1000,0.114767792,0.014686248,0.119492657,-0.004724865,,,1,9,may,2017,,,,,,,,,,,,,
--,Sheldon Whitehouse,1,1,08May2017,Joint,--,Purchase,50000,15000,,0.016675004,0.11805903,,,,4.0599999,8,may,2017,,,,,,,,,,,,,
ADI,Sheldon Whitehouse,1,1,08May2017,Joint,ADI,Purchase,15000,1000,0.184865148,0.016675004,0.11805903,0.066806118,,,1,8,may,2017,"Analog Devices, Inc.",Information Technology,82.68,17.67,2.108963,2.11,98.38,74.65,31811578855,1663384000,8.00391,3.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADI
LYV,David Perdue,0,1,08May2017,Joint,LYV,Sale,15000,1000,,0.016675004,0.11805903,,0.03,0.013324996,1,8,may,2017,,,,,,,,,,,,,
FOX,David Perdue,0,1,08May2017,Joint,FOX,Purchase,15000,1000,,0.016675004,0.11805903,,,,1,8,may,2017,Twenty-First Century Fox Class B,Consumer Discretionary,34.09,17.57,1.0084034,1.59,38.56,24.3,66135313503,5280000000,3.1654842,4.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOX
ADI,Sheldon Whitehouse,1,1,05May2017,Child,ADI,Purchase,15000,1000,0.191054229,0.017830362,0.112481253,0.078572976,,,1,5,may,2017,"Analog Devices, Inc.",Information Technology,82.68,17.67,2.108963,2.11,98.38,74.65,31811578855,1663384000,8.00391,3.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADI
MA,Sheldon Whitehouse,1,1,05May2017,Joint,MA,Purchase,15000,1000,0.601446809,0.017830362,0.112481253,0.488965555,,,1,5,may,2017,Mastercard Inc.,Information Technology,160.62,34.99,0.5926628,3.65,177.11,105.8,187102014193,7113000000,15.020556,26.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MA
VSM,David Perdue,0,1,05May2017,Joint,VSM,Purchase,15000,1000,,0.017830362,0.112481253,,,,1,5,may,2017,,,,,,,,,,,,,
NXPI,John Reed,1,1,05May2017,Joint,NXPI,Sale,15000,1000,,0.017830362,0.112481253,,0.024113342,0.00628298,1,5,may,2017,,,,,,,,,,,,,
NXPI,John Reed,1,1,05May2017,Self,NXPI,Sale,15000,1000,,0.017830362,0.112481253,,0.024113342,0.00628298,1,5,may,2017,,,,,,,,,,,,,
DIS,Angus King,,1,03May2017,Spouse,DIS,Sale,15000,1000,,0.009544541,0.106329538,,-0.032969002,-0.042513543,1,3,may,2017,The Walt Disney Company,Consumer Discretionary,101.35,17.78,1.6036655,5.7,116.1,96.2,157817273295,12544000000,3.9635563,3.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DIS
TGT,Angus King,,1,03May2017,Spouse,TGT,Sale,15000,1000,,0.009544541,0.106329538,,-0.038193233,-0.047737775,1,3,may,2017,Target Corp.,Consumer Discretionary,71.11,14.19,3.3856654,4.71,78.7,48.56,39816696539,7105000000,0.8047394,3.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TGT
MOS,David Perdue,0,1,02May2017,Joint,MOS,Purchase,15000,1000,0.076152305,0.007687166,0.110962567,-0.034810262,,,1,2,may,2017,The Mosaic Company,Materials,24.13,23.66,0.3960396,0.85,34.36,19.23,9726962131,1165100000,1.8161958,0.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOS
--,Gary Peters,1,1,02May2017,Self,--,Purchase,50000,15000,,0.007687166,0.110962567,,,,4.0599999,2,may,2017,,,,,,,,,,,,,
,Richard Blumenthal,1,1,02May2017,,,,,,,0.007687166,0.110962567,,,,,2,may,2017,,,,,,,,,,,,,
GM,David Perdue,0,1,28Apr2017,Joint,GM,Purchase,15000,1000,0.086893764,0.012231903,0.120140751,-0.033246986,,,1,28,apr,2017,General Motors,Consumer Discretionary,40.75,6.58,3.5857513,6,46.76,31.92,61536606173,23541000000,0.5633218,1.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM
--,Angus King,,1,27Apr2017,Spouse,--,Purchase,50000,15000,,0.008852514,0.115750793,,,,4.0599999,27,apr,2017,,,,,,,,,,,,,
WLK,David Perdue,0,1,27Apr2017,Joint,WLK,Sale,15000,1000,,0.008852514,0.115750793,,-0.017187007,-0.026039521,1,27,apr,2017,,,,,,,,,,,,,
VSM,David Perdue,0,1,27Apr2017,Joint,VSM,Purchase,15000,1000,,0.008852514,0.115750793,,,,1,27,apr,2017,,,,,,,,,,,,,
BAX,David Perdue,0,1,26Apr2017,Joint,BAX,Sale,15000,1000,,0.005180481,0.105614973,,0.049469329,0.044288848,1,26,apr,2017,Baxter International Inc.,Health Care,62.56,25.12,0.97635394,1.29,72.58,48.15,35713732553,1832000000,3.4394414,3.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX
--,Gary Peters,1,1,26Apr2017,Self,--,Purchase,50000,15000,,0.005180481,0.105614973,,,,4.0599999,26,apr,2017,,,,,,,,,,,,,
--,Gary Peters,1,1,26Apr2017,Self,--,Purchase,15000,1000,,0.005180481,0.105614973,,,,1,26,apr,2017,,,,,,,,,,,,,
CRM,James Inhofe,0,1,25Apr2017,Self,CRM,Purchase,100000,50000,0.390914454,0.002841384,0.104462644,0.28645181,,,9.3800001,25,apr,2017,Salesforce.com,Information Technology,104.03,520.15,0,0.27,114.52,79.63,79489115000,925804000,10.3738785,8.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRM
WFC,Shelley Capito,0,0,24Apr2017,Spouse,WFC,Sale,15000,1000,,0.007401177,0.1254836,,-0.011929171,-0.019330348,1,24,apr,2017,Wells Fargo,Financials,55.4,13.58,2.7111576,4.07,66.31,49.27,281463620775,0,2.8728192,1.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFC
FOX,David Perdue,0,1,24Apr2017,Joint,FOX,Purchase,15000,1000,,0.007401177,0.1254836,,,,1,24,apr,2017,Twenty-First Century Fox Class B,Consumer Discretionary,34.09,17.57,1.0084034,1.59,38.56,24.3,66135313503,5280000000,3.1654842,4.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOX
BCR,David Perdue,0,1,24Apr2017,Joint,BCR,Sale,15000,1000,,0.007401177,0.1254836,,,,1,24,apr,2017,,,,,,,,,,,,,
WFM,David Perdue,0,1,24Apr2017,Joint,WFM,Sale,15000,1000,,0.007401177,0.1254836,,,,1,24,apr,2017,,,,,,,,,,,,,
IBM,John Hoeven,0,1,24Apr2017,Self,IBM,Purchase,100000,50000,-0.092628305,0.007401177,0.1254836,-0.218111904,,,9.3800001,24,apr,2017,International Business Machines,Information Technology,147.59,10.67,3.8999026,6.11,182.79,139.13,142433003505,16557000000,1.817167,7.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IBM
MDLZ,John Hoeven,0,1,24Apr2017,Self,MDLZ,Purchase,100000,50000,-0.111037673,0.007401177,0.1254836,-0.236521273,,,9.3800001,24,apr,2017,Mondelez International,Consumer Staples,42.68,19.85,1.9977299,1.91,47.23,39.19,65827817742,4355000000,2.5708609,2.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDLZ
,Richard Burr,0,1,24Apr2017,,,,,,,0.007401177,0.1254836,,,,,24,apr,2017,,,,,,,,,,,,,
,Dianne Feinstein,1,0,24Apr2017,,,,,,,0.007401177,0.1254836,,,,,24,apr,2017,,,,,,,,,,,,,
HBAN,Joseph ManchinIii,1,1,21Apr2017,Spouse,HBAN,Purchase,100000,50000,0.170634921,0.012752933,0.137901717,0.032733203,,,9.3800001,21,apr,2017,Huntington Bancshares,Financials,15.1,15.41,2.8132992,1,16.53,12.14,16766497291,0,3.5112102,1.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBAN
--,A. MitchellMcconnell,0,1,21Apr2017,Spouse,--,Sale,50000,15000,,0.012752933,0.137901717,,,,4.0599999,21,apr,2017,,,,,,,,,,,,,
GIS,John Hoeven,0,1,21Apr2017,Self,GIS,Purchase,250000,100000,-0.248051273,0.012752933,0.137901717,-0.385952991,,,21.879999,21,apr,2017,General Mills,Consumer Staples,53.99,17.53,3.5864594,2.77,63.73,49.65,31098243069,3107600000,2.0389178,7.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GIS
SBUX,John Hoeven,0,1,21Apr2017,Self,SBUX,Purchase,100000,50000,-0.043062201,0.012752933,0.137901717,-0.180963918,,,9.3800001,21,apr,2017,Starbucks Corp.,Consumer Discretionary,53.77,25.98,2.203452,1.97,64.87,52.58,76548976000,7361500000,3.4392443,13.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBUX
PTEN,Shelley Capito,0,0,20Apr2017,Spouse,PTEN,Purchase,15000,1000,-0.095768374,0.002881844,0.143414138,-0.239182512,,,1,20,apr,2017,,,,,,,,,,,,,
SPG,John Hoeven,0,1,20Apr2017,Self,SPG,Sale,250000,100000,,0.002881844,0.143414138,,-0.118582957,-0.121464801,21.879999,20,apr,2017,Simon Property Group Inc,Real Estate,152.18,13.56,5.0368075,6.25,187.35,150.15,48139839531,4411515000,8.754495,13.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPG
KSS,John Hoeven,0,1,20Apr2017,Self,KSS,Sale,100000,50000,,0.002881844,0.143414138,,-0.091020608,-0.093902453,9.3800001,20,apr,2017,Kohl's Corp.,Consumer Discretionary,60.34,16.01,3.4965036,3.12,69.14,35.16,10570861198,2286000000,0.8557757,2.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSS
HBI,James Inhofe,0,1,20Apr2017,Self,HBI,Purchase,250000,100000,-0.204155375,0.002881844,0.143414138,-0.347569513,,,21.879999,20,apr,2017,Hanesbrands Inc,Consumer Discretionary,19.57,10.04,2.7322404,1.41,25.73,18.9,8006268615,926153000,1.6339768,6.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBI
--,Gary Peters,1,1,19Apr2017,Self,--,Purchase,50000,15000,,0.007177033,0.159090909,,,,4.0599999,19,apr,2017,,,,,,,,,,,,,
--,Thomas Carper,1,1,13Apr2017,Spouse,--,Sale,15000,1000,,0.029042791,0.146073208,,,,1,13,apr,2017,,,,,,,,,,,,,
--,Gary Peters,1,1,13Apr2017,Self,--,Purchase,15000,1000,,0.029042791,0.146073208,,,,1,13,apr,2017,,,,,,,,,,,,,
MOS,David Perdue,0,1,12Apr2017,Joint,MOS,Purchase,15000,1000,-0.13321492,0.024573379,0.129010239,-0.262225159,,,1,12,apr,2017,The Mosaic Company,Materials,24.13,23.66,0.3960396,0.85,34.36,19.23,9726962131,1165100000,1.8161958,0.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOS
,John Boozman,0,1,12Apr2017,,,,,,,0.024573379,0.129010239,,,,,12,apr,2017,,,,,,,,,,,,,
--,David Perdue,0,1,11Apr2017,Joint,--,Purchase,500000,250000,,0.017490236,0.128544744,,,,31.25,11,apr,2017,,,,,,,,,,,,,
MOS,David Perdue,0,1,11Apr2017,Joint,MOS,Purchase,15000,1000,-0.127570582,0.017490236,0.128544744,-0.256115327,,,1,11,apr,2017,The Mosaic Company,Materials,24.13,23.66,0.3960396,0.85,34.36,19.23,9726962131,1165100000,1.8161958,0.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOS
MOS,David Perdue,0,1,11Apr2017,Joint,MOS,Purchase,15000,1000,-0.127570582,0.017490236,0.128544744,-0.256115327,,,1,11,apr,2017,The Mosaic Company,Materials,24.13,23.66,0.3960396,0.85,34.36,19.23,9726962131,1165100000,1.8161958,0.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOS
NFLX,Pat Roberts,0,1,07Apr2017,Spouse,NFLX,Purchase,15000,1000,1.018377472,0.019884432,0.107409925,0.910967547,,,1,7,apr,2017,Netflix Inc.,Information Technology,250.1,200.08,0,1.25,286.81,138.26,114805404842,809028000,9.861594,30.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX
QCOM,Sheldon Whitehouse,1,1,05Apr2017,Child,QCOM,Purchase,15000,1000,-0.026208606,0.017549838,0.126597376,-0.152805982,,,1,5,apr,2017,QUALCOMM Inc.,Information Technology,62.42,16.51,3.5055351,1.65,69.28,48.92,96282828902,4191000000,4.263658,3.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM
DISH,Sheldon Whitehouse,1,1,05Apr2017,Child,DISH,Purchase,15000,1000,-0.383171624,0.017549838,0.126597376,-0.509769,,,1,5,apr,2017,Dish Network,Consumer Discretionary,43.77,16.09,0,3.06,66.5,42.48,21032719056,2754331000,1.8521843,3.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISH
QCOM,Sheldon Whitehouse,1,1,05Apr2017,Joint,QCOM,Purchase,15000,1000,-0.026208606,0.017549838,0.126597376,-0.152805982,,,1,5,apr,2017,QUALCOMM Inc.,Information Technology,62.42,16.51,3.5055351,1.65,69.28,48.92,96282828902,4191000000,4.263658,3.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM
LB,Sheldon Whitehouse,1,1,05Apr2017,Joint,LB,Sale,50000,15000,,0.017549838,0.126597376,,0.23225058,0.214700742,4.0599999,5,apr,2017,L Brands Inc.,Consumer Discretionary,47.77,12.77,4.886988,3.98,63.1,35,13862042842,2329000000,1.7060977,1403.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LB
WPC,Sheldon Whitehouse,1,1,05Apr2017,Joint,WPC,Purchase,15000,1000,0.00854563,0.017549838,0.126597376,-0.118051746,,,1,5,apr,2017,,,,,,,,,,,,,
USB,Sheldon Whitehouse,1,1,05Apr2017,Self,USB,Purchase,15000,1000,-0.007053292,0.017549838,0.126597376,-0.133650668,,,1,5,apr,2017,U.S. Bancorp,Financials,52.65,15.35,2.189781,3.52,58.5,49.535,90940115897,0,3.7773547,2.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=USB
LB,Sheldon Whitehouse,1,1,05Apr2017,Self,LB,Sale,15000,1000,,0.017549838,0.126597376,,0.23225058,0.214700742,1,5,apr,2017,L Brands Inc.,Consumer Discretionary,47.77,12.77,4.886988,3.98,63.1,35,13862042842,2329000000,1.7060977,1403.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LB
